WigleWifi-1.4,appRelease=2.25,model=ASUS_Z01BDC,release=7.1.1,device=Z01B_1,display=NMF26F.WW_user_31.40.13.50_20170807,board=QC_Reference_Phone,brand=asus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
14:ae:db:b1:a3:8d,Pri_hasimca,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-89,32.078174895000004,34.84767592499999,0,15.86076545715332,WIFI
28:80:23:f6:c0:fd,HP-Print-FD-Deskjet 4640 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-70,32.07818976,34.84742454,0,15.86076545715332,WIFI
c8:d3:ff:01:e8:f1,DIRECT-F0-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-80,32.07818976,34.84742454,0,15.86076545715332,WIFI
62:a0:f5:fc:ac:e7,SETUP,[IBSS],1970-01-01 02:00:00,11,-74,32.07818976,34.84742454,0,15.86076545715332,WIFI
14:ae:db:b1:a3:8d,Pri_hasimca,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-74,32.07818976,34.84742454,0,15.86076545715332,WIFI
14:ae:db:b1:a3:8d,Pri_hasimca,[WPA2-PSK-CCMP][ESS],2017-11-08 17:37:40,6,-69,32.07814786,34.84734467,75.14788818359375,16.687000274658203,WIFI
c4:04:15:19:af:e6,yevgeny,[WPA2-PSK-CCMP][WPS][ESS],2017-11-08 17:37:40,11,-79,32.07814786,34.84734467,75.14788818359375,16.687000274658203,WIFI
e0:46:9a:64:84:fa,Finkelshtein,[WPS][WEP][ESS],2017-11-08 17:37:40,11,-74,32.07814786,34.84734467,75.14788818359375,16.687000274658203,WIFI
14:af:db:3d:00:7a,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-08 17:37:42,1,-77,32.07812468,34.84735755,76.15887451171875,7.585000038146973,WIFI
48:ee:0c:39:a9:5f,elenab70_2.4,[WPA2-PSK-CCMP][ESS],2017-11-08 17:37:42,11,-87,32.07812468,34.84735755,76.15887451171875,7.585000038146973,WIFI
14:ae:db:3d:00:7a,hevroni,[WPA2-PSK-CCMP][ESS],2017-11-08 17:37:44,1,-74,32.07814232,34.84738184,70.21905517578125,6.067999839782715,WIFI
08:6a:0a:22:33:be,Home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-08 17:37:44,9,-89,32.07814232,34.84738184,70.21905517578125,6.067999839782715,WIFI
10:5a:f7:0e:d8:15,Dira18,[WPA2-PSK-CCMP][ESS],2017-11-08 17:37:57,1,-81,32.07812282,34.84736727,78.38909912109375,6.067999839782715,WIFI
3c:d9:2b:7e:10:d0,PTBB,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2017-11-08 17:38:06,6,-84,32.07811137,34.84736783,66.255615234375,6.067999839782715,WIFI
